Sample ID,Mean 01,Mean 02,Mean 03,Mean 04,Mean 05,Mean 06,Mean 07,Mean 08,Mean 09,Mean 10,Mean 11,Mean 12,Mean 13,Mean 14,Mean 15,Mean 16,Mean 17,Mean 18,StdDev 01,StdDev 02,StdDev 03,StdDev 04,StdDev 05,StdDev 06,StdDev 07,StdDev 08,StdDev 09,StdDev 10,StdDev 11,StdDev 12,StdDev 13,StdDev 14,StdDev 15,StdDev 16,StdDev 17,StdDev 18
5C_192h_air_b_b4,15.03037,17.35362,20.89195,25.92605,28.4326,27.14482,25.06384,31.7056,49.30596,53.49128,54.71279,57.578,56.30447,55.19379,53.04579,46.46822,44.23679,34.9674,4.405508,5.023563,5.474062,6.283176,6.501876,6.407384,6.594746,6.341021,6.490808,6.388553,6.373324,6.364286,6.22843,6.141933,6.007108,4.93877,4.769454,3.788456
5C_192h_air_c_b4,15.72956,17.68966,20.74723,25.23289,27.96799,26.93439,25.71844,31.03211,47.49648,51.22988,52.24027,54.67744,52.96465,51.88101,49.74724,43.64513,41.49688,32.77594,4.336766,4.718253,4.840469,5.138869,5.135867,5.010128,4.643678,5.150943,5.823333,5.906372,5.992111,6.135722,5.973833,5.922988,5.837026,4.92454,4.801348,3.987301
5C_192h_air_d_b4,16.39729,18.73974,22.24938,27.39743,29.60027,28.26966,26.31405,32.23692,51.77961,56.4635,57.77827,60.76689,59.37532,58.24598,56.09586,49.10355,46.80926,37.11562,3.907632,4.125565,4.178124,4.484946,4.3711,4.249791,3.90805,4.374209,5.976591,6.21753,6.340613,6.564602,6.686194,6.6117,6.468332,5.292142,5.092562,3.963086
5C_192h_air_e_b4,16.09423,18.58784,21.84212,26.52851,29.57966,28.57478,27.18338,33.22718,49.33634,52.86833,53.8307,56.07769,53.58934,52.50063,50.49308,44.74454,42.75607,34.5127,4.294742,4.867618,5.099771,5.54627,5.965371,5.963296,5.956472,6.481502,7.321906,7.514637,7.646321,7.914671,7.62133,7.554734,7.49432,6.384165,6.232899,5.162069
5C_192h_air_f_b4,15.06859,17.36671,20.52895,25.01084,28.15819,27.19138,25.61473,31.5035,47.40319,51.18811,52.24343,54.79684,52.96817,51.92457,49.91801,44.03656,41.92674,33.40282,3.93697,4.403012,4.659989,5.187968,5.665893,5.620628,5.577098,6.058101,6.567575,6.501173,6.5635,6.565792,6.295571,6.237017,6.200529,5.315175,5.211997,4.432377
5C_24h_air_a_b4,16.21119,20.15159,24.2091,29.63403,31.92356,30.57524,27.92172,34.8823,50.03954,52.78624,53.58657,56.36327,53.40086,51.92099,49.46608,43.42269,41.39704,32.94587,3.470441,4.090629,4.242626,4.476671,4.672167,4.686166,4.56709,5.016272,5.288448,5.368643,5.48222,5.645627,5.49942,5.390718,5.29059,4.551949,4.473574,3.837003
5C_24h_air_b_b4,17.39095,19.39577,23.86564,31.01679,32.26315,30.04608,26.32692,32.94245,50.25405,53.15377,53.88343,56.56228,54.05288,52.51778,49.94159,43.54936,41.41354,32.60863,4.384734,4.635653,4.765935,5.235589,5.150157,5.030862,4.723818,5.142909,6.097186,6.305985,6.395114,6.675916,6.601186,6.471725,6.34018,5.402343,5.359043,4.62879
5C_24h_air_c_b4,15.97243,19.71301,23.96606,30.14563,32.21631,30.56126,27.6824,35.13533,51.80726,55.12786,56.19882,60.06373,58.05788,56.50889,53.88302,46.96347,44.8592,35.73817,3.445687,4.227426,4.593446,5.279854,5.451913,5.500691,5.867046,5.76088,6.120905,6.300736,6.456237,6.857416,6.814013,6.67956,6.528634,5.559667,5.478212,4.777296
5C_24h_air_d_b4,14.79979,16.18078,20.47563,27.90144,28.36392,25.95696,22.18711,28.15249,46.384,50.00484,50.94275,55.19605,54.82874,53.26638,50.5702,43.82406,41.65523,32.52663,4.803933,4.663868,4.648074,4.947629,4.666117,4.56899,4.219103,4.387437,4.589983,4.648075,4.732959,4.893369,5.224435,5.138571,5.100607,4.399475,4.340525,3.75954
5C_72h_air_a_b4,16.14216,21.80799,25.58934,29.77734,31.71301,30.87253,30.32735,36.97415,52.20689,55.96535,57.51083,61.33006,56.75492,55.1575,52.58096,45.66301,43.4515,34.26752,3.932827,4.591395,4.78055,5.078289,5.303358,5.298463,5.201794,5.558697,6.601873,6.705029,6.777719,6.759155,6.639437,6.553269,6.438369,5.437162,5.312034,4.46905
5C_72h_air_b_b4,15.25893,21.21435,24.80037,28.8658,30.74323,30.13442,30.7655,36.64672,48.63313,52.21426,53.87457,58.70887,54.45621,52.84087,50.28167,43.87252,41.79972,33.25737,4.098876,5.007543,5.394732,6.086785,6.502563,6.550739,7.175363,6.840627,7.074993,7.061448,7.101973,7.222283,7.141448,6.963994,6.710718,5.444479,5.261612,4.099959
5C_72h_air_c_b4,17.89921,23.04883,26.66084,31.04405,32.53438,31.44887,30.50187,35.92442,50.21095,53.39666,54.64288,57.99928,54.14011,52.56028,49.9938,43.50597,41.35477,32.61339,4.95698,5.406719,5.56031,5.807298,5.767027,5.746952,5.595265,5.854357,6.207516,6.223917,6.336121,6.489672,6.514082,6.426563,6.334116,5.477804,5.42012,4.792679
5C_96h_air_a_b4,18.41684,23.29628,26.72084,30.75046,32.0854,31.26517,31.39285,36.41888,52.11427,56.54799,58.38803,63.05582,59.83209,58.44349,56.10021,48.77194,46.45382,36.76963,4.802596,4.960743,5.016972,5.206694,5.329545,5.295053,5.581916,5.421648,6.76159,7.137881,7.228105,7.688071,8.259696,8.217273,8.10952,6.918089,6.799966,5.853132
5C_96h_air_b_b4,18.41269,22.6153,25.82426,29.88452,31.4931,30.65499,30.69847,35.37278,51.85051,56.10248,57.73842,61.5914,58.81162,57.42895,55.08957,47.91473,45.58738,35.97525,4.119975,4.431181,4.504282,4.744988,4.978292,4.944468,5.036683,5.301595,6.53148,6.844973,6.999355,7.601891,8.10737,8.003043,7.827247,6.575368,6.399429,5.312278
5C_96h_air_c_b4,18.13862,21.96141,25.49238,29.8528,31.17582,29.95757,28.29591,34.27091,52.60411,56.59904,57.89564,60.66768,57.03728,55.71384,53.4661,46.68008,44.42774,35.19223,4.09996,4.336353,4.27916,4.372699,4.530471,4.562491,4.521958,4.783222,5.712045,6.046765,6.224142,6.806444,7.086727,6.993488,6.858625,5.80549,5.673491,4.848838
5C_96h_air_d_b4,16.94401,20.67673,24.14948,28.5002,30.1306,29.00009,27.47532,33.63155,51.24601,54.94804,56.18036,58.58801,54.47804,53.12014,50.80367,44.30474,42.10703,33.25824,5.05059,5.142077,5.146724,5.263032,5.251169,5.222731,5.023347,5.233533,6.609062,7.054597,7.269257,7.862331,8.060834,7.964183,7.785506,6.568365,6.456102,5.582745
0C_0h_map_a_b2,18.08722,21.73577,26.49068,33.23225,34.2202,32.52966,29.69822,36.16142,51.93951,55.22599,56.48993,60.28535,57.32783,55.5266,52.78469,45.18387,42.675,33.00436,3.622014,3.948225,4.028985,4.09805,4.064068,4.040696,3.954283,4.251779,4.520869,4.679218,4.80352,5.14257,5.551612,5.494172,5.403123,4.637885,4.593488,4.236001
0C_0h_map_b_b2,15.58215,18.76749,22.95281,29.14344,30.21681,28.41536,25.7088,31.23359,47.27054,50.36528,51.39069,54.2273,51.55348,50.05528,47.73697,41.49165,39.20084,30.6251,4.099754,4.502677,4.892305,5.459689,5.510324,5.385048,5.085961,5.673277,6.34267,6.456074,6.55252,6.658804,6.402577,6.276466,6.14602,5.209012,5.094089,4.44128
0C_0h_map_c_b2,18.7382,22.55558,26.76229,32.5127,33.30553,31.63411,29.56803,35.32595,51.65157,55.16578,56.42951,60.15344,58.57335,57.10434,54.74703,47.53779,45.16164,35.7821,3.821594,4.329093,4.550339,4.738113,4.671998,4.595919,4.502887,4.628801,5.343743,5.505166,5.600034,5.734605,6.226691,6.214536,6.174321,5.349663,5.320684,4.79816
0C_0h_map_d_b2,16.9854,20.49233,25.35711,32.4371,33.88048,31.99742,28.69634,35.97987,52.01772,54.87528,55.87777,58.77034,55.45256,53.76162,51.21496,44.25605,41.87996,32.79869,3.965952,4.528533,4.99994,5.539569,5.469107,5.380467,5.088892,5.522147,6.148193,6.352996,6.485759,6.768041,6.775085,6.657444,6.515114,5.519414,5.434047,4.806946
0C_168h_map_a_b2,15.90799,18.56375,21.50288,25.08752,25.96421,24.72292,22.46031,29.00714,49.02632,53.49605,55.02345,58.23985,55.04466,53.72248,51.46804,44.73362,42.3903,33.25779,4.548914,5.081324,5.418732,5.705362,5.718242,5.619692,5.262427,5.725069,6.370598,6.462193,6.570832,6.570879,6.509636,6.457919,6.409645,5.61085,5.616172,5.170738
0C_168h_map_b_b2,15.14801,19.11287,22.32483,25.96464,27.5011,26.54132,25.02278,31.40909,48.97316,52.9155,54.40596,57.47889,53.21953,51.78775,49.52912,43.17245,40.85089,32.04033,4.376994,4.891633,5.185601,5.460905,5.4426,5.334198,5.02794,5.321496,6.54474,6.854401,7.020192,7.207319,7.183088,7.103498,7.035047,6.035892,5.924582,5.080492
0C_168h_map_c_b2,16.21586,19.90033,22.97757,26.5795,27.35821,26.21141,25.01405,30.79663,47.68721,51.78257,53.30043,56.70929,53.32987,52.05093,49.98106,43.88972,41.65955,33.0639,3.995406,4.590159,4.810685,5.039897,5.058835,4.980297,4.893938,5.425829,6.042746,6.119687,6.20059,6.291615,6.072362,5.969702,5.873363,5.059478,4.996784,4.401056
0C_168h_map_d_b2,17.85423,20.94348,23.87164,27.34248,28.20233,27.06787,25.10736,31.65937,51.16253,55.66676,57.33689,60.81761,57.12708,55.68611,53.35737,46.3288,43.91949,34.53093,4.544405,5.144244,5.407665,5.553578,5.433547,5.36445,5.161312,5.308373,5.924693,6.125099,6.205431,6.268397,6.40408,6.365453,6.304406,5.485751,5.44669,4.938391
0C_168h_map_e_b2,15.2702,18.77593,22.00556,25.6817,27.01588,25.89016,23.71542,31.34171,52.06109,56.75207,58.46694,62.04543,58.05859,56.55762,54.14669,46.74148,44.19346,34.24265,3.531374,4.44045,4.896119,5.340353,5.630518,5.579946,5.468532,5.759419,6.203278,6.254142,6.296538,6.17941,6.138929,6.09479,6.056041,5.2703,5.218025,4.668005
0C_168h_map_f_b2,17.45012,21.52088,25.19297,29.57445,31.03408,29.80602,27.96322,35.33879,55.03536,59.19212,60.70539,63.4435,58.87086,57.30198,54.79843,47.26741,44.75412,34.97187,4.517081,5.225543,5.545504,5.742014,5.701761,5.652566,5.553803,5.846689,7.097713,7.405115,7.53299,7.617102,7.774181,7.736541,7.641315,6.591539,6.567239,6.049493
0C_216h_map_a_b2,16.09565,21.15163,24.56635,28.34377,29.85019,29.02466,28.10221,33.86212,50.4674,54.6906,56.40145,60.40365,56.58649,55.21655,53.02116,46.08178,43.64124,34.19172,3.928307,4.655588,4.954515,5.230432,5.260167,5.160575,4.9062,5.35941,6.523603,6.827584,6.990201,7.244454,7.367105,7.31611,7.266048,6.182457,6.042281,5.097472
0C_216h_map_b_b2,15.05635,18.32346,21.41062,25.21989,26.29022,25.1814,23.79821,29.56536,47.40828,51.52343,52.99454,56.08426,52.30451,51.0075,48.91299,42.73472,40.42631,31.70932,4.928956,5.110014,5.407896,5.718686,5.698949,5.585823,5.307946,5.627167,6.276825,6.521999,6.654155,6.868481,6.90302,6.87186,6.81968,5.864893,5.78516,5.091851
0C_216h_map_c_b2,17.0191,21.39177,24.46537,27.9884,28.71044,27.76901,26.89228,32.33153,49.09016,53.81927,55.82625,60.66771,55.9341,54.34562,51.81785,44.59576,42.12975,32.61279,4.013772,4.636662,4.86107,5.110108,5.273089,5.304409,5.926204,5.69419,6.057281,6.179262,6.234888,6.315051,6.219326,6.152937,6.085009,5.271275,5.235664,4.840843
0C_216h_map_d_b2,15.81305,18.99396,22.30739,26.31367,27.30805,26.01577,23.58784,30.58754,50.95353,55.48996,57.04107,60.24878,57.11367,55.77053,53.53821,46.38624,43.87285,34.1375,4.124741,4.724984,5.068082,5.377889,5.475964,5.408473,5.202731,5.554904,5.960361,6.091549,6.172957,6.239411,6.402966,6.3722,6.354232,5.517698,5.442797,4.865422
0C_216h_map_e_b2,18.48298,22.91736,26.10687,29.4969,30.0464,28.98895,27.5005,34.13025,52.98898,57.84671,59.76101,64.15332,60.84555,59.58158,57.52878,50.32508,47.95022,38.29732,4.369776,4.545161,4.769517,4.970729,4.903191,4.851033,4.80358,5.294241,6.605627,7.001431,7.199064,7.605499,7.83642,7.812557,7.774325,6.653051,6.541216,5.578001
0C_216h_map_f_b2,14.30526,17.27192,20.31021,24.12232,25.25641,24.04309,22.01714,28.25999,48.41356,53.02243,54.58204,57.85027,54.77379,53.53146,51.42828,44.79426,42.40035,33.23788,3.777176,4.271791,4.684536,5.262843,5.557441,5.445176,5.232664,5.905936,6.863263,6.997206,7.094097,7.15233,7.19579,7.156742,7.115015,6.153469,6.062067,5.332717
0C_240h_map_a_b2,16.43987,19.88584,23.23744,27.275,28.4675,27.28749,25.42582,32.26764,52.12896,56.70647,58.31259,61.75964,58.3794,57.07079,54.76084,47.45856,45.04803,35.41607,4.713709,5.144692,5.342069,5.485802,5.458941,5.404721,5.146814,5.520932,6.28618,6.553482,6.683342,6.888628,7.185463,7.171218,7.130687,6.166329,6.12593,5.51214
0C_240h_map_b_b2,15.90741,19.07875,22.56784,27.12363,28.5653,27.25607,25.44217,31.66304,51.96968,56.44783,57.9025,60.78273,57.20839,55.82388,53.43301,46.08688,43.57659,33.66787,3.828991,4.418374,4.748941,5.165433,5.454213,5.418067,5.351727,5.875749,6.582478,6.791728,6.940455,7.069795,6.976152,6.921566,6.830446,5.837935,5.735308,5.044084
0C_240h_map_c_b2,14.42313,17.18848,20.0936,23.68821,24.6643,23.50247,21.39954,27.95819,48.37202,53.09774,54.69492,58.50741,55.85193,54.59128,52.35385,45.40093,42.98912,33.46732,4.799191,5.501055,5.969121,6.376869,6.343266,6.20309,5.778502,6.10996,7.008077,7.179549,7.283641,7.422529,7.491013,7.454027,7.396667,6.427519,6.355918,5.65584
0C_240h_map_d_b2,15.10091,18.69168,22.13211,26.31499,27.78011,26.51955,24.58455,31.08966,51.37974,55.99102,57.59323,60.96144,57.54136,56.24866,54.02766,46.91549,44.44396,34.65485,3.991415,4.631379,5.003855,5.387071,5.437364,5.304838,4.920158,5.421894,6.612954,6.861129,6.985265,7.103453,7.100556,7.034009,6.978152,6.002396,5.879064,5.036204
0C_240h_map_e_b2,16.61445,19.61802,22.89341,27.01014,27.98132,26.63813,24.56114,30.89919,51.47618,56.17343,57.71926,60.9587,57.95407,56.65751,54.29937,46.8574,44.34197,34.40175,5.184758,5.878149,6.142478,6.296685,6.242162,6.191803,5.829727,6.155411,6.279462,6.31613,6.364776,6.325042,6.245697,6.197286,6.135827,5.325187,5.266989,4.818182
0C_240h_map_f_b2,17.63323,20.8378,24.04667,28.04348,29.18228,27.97928,26.32587,32.65157,52.7834,57.29531,58.79587,61.83405,58.37262,57.10909,54.87373,47.6643,45.2682,35.63081,5.501683,5.949911,6.280556,6.589809,6.587306,6.51414,6.21496,6.580616,7.264878,7.465754,7.602229,7.707138,7.761311,7.718369,7.670775,6.660227,6.622757,6.010959
0C_24h_map_a_b2,17.42133,20.97889,25.34709,31.44532,32.85546,31.29774,29.1102,35.17234,51.93177,55.10856,56.11804,58.71733,54.98162,53.30556,50.61874,43.54668,41.17755,31.94258,3.680141,4.639717,4.833459,4.950757,5.019385,5.052526,4.994994,5.317338,5.632718,5.819642,5.931464,6.16078,6.228269,6.11863,5.979447,5.056142,5.028696,4.587679
0C_24h_map_b_b2,19.93979,24.62292,29.07664,34.57303,35.35717,33.74202,30.81444,37.37118,55.19083,58.70207,59.84203,62.56914,58.33577,56.60546,53.89341,46.3159,43.84658,34.08232,4.509875,5.108463,5.223174,5.284477,5.165088,5.106389,4.81912,5.172904,5.958787,6.177452,6.302587,6.419625,6.259834,6.150004,6.031129,5.129391,5.080809,4.502135
0C_24h_map_c_b2,13.86425,14.74415,17.68039,22.58959,22.43969,20.55499,17.28107,22.88939,40.84939,44.26902,45.23642,49.64731,49.84884,48.45821,46.06924,40.00777,37.82103,29.51181,4.750407,4.911955,4.912999,4.75783,4.533292,4.470498,3.904419,4.322249,4.204589,4.18594,4.217128,4.416811,4.829171,4.722914,4.587548,3.813452,3.795896,3.334756
0C_24h_map_d_b2,14.93631,17.56964,21.61702,27.70159,28.27987,26.37333,23.57116,29.51965,48.03981,51.6898,52.80851,56.47984,54.55949,53.05875,50.585,43.74678,41.38363,32.1507,3.840388,4.506185,4.83709,5.183871,5.211041,5.098702,4.601498,5.284081,5.905701,6.084105,6.182636,6.434934,6.55254,6.442301,6.328735,5.384914,5.307467,4.561863
0C_336h_map_a_b2,18.00576,20.85418,24.09414,28.38816,29.71588,28.40731,26.39862,32.43473,51.30482,55.37027,56.64958,58.99792,55.76649,54.55937,52.57063,46.21542,44.00047,35.22268,5.596472,5.541334,5.661809,5.895353,5.770049,5.631683,5.320376,5.690038,7.346261,7.88163,8.100174,8.554977,8.915932,8.863293,8.788806,7.416886,7.244147,6.074241
0C_336h_map_b_b2,15.50801,17.85199,21.04148,25.4145,26.61957,25.29746,23.47217,29.19144,50.49843,55.47731,57.13718,60.33351,57.77275,56.47291,54.2321,47.00134,44.55397,34.85616,4.120026,4.485688,4.6657,5.001574,5.134883,5.088618,4.885067,5.304556,5.45243,5.490915,5.526318,5.400358,5.382564,5.314034,5.317207,4.64371,4.609293,4.311037
0C_336h_map_c_b2,17.44191,19.94474,23.56502,28.64487,29.85503,28.29461,25.9759,32.52398,51.81751,55.93704,57.25848,59.91652,57.67403,56.40129,54.31349,47.46038,45.12126,35.71706,3.821532,3.931147,4.077092,4.358144,4.436871,4.372494,4.041071,4.492863,5.309895,5.600513,5.765446,5.973122,6.186071,6.122963,6.105262,5.182744,5.073552,4.390695
0C_336h_map_d_b2,16.71736,19.3659,22.74751,27.45107,28.89922,27.48132,25.09574,31.04295,50.47211,54.53625,55.80113,57.87065,54.27607,52.82951,50.50941,43.80943,41.42387,32.22161,5.310193,5.965354,6.146701,6.209056,6.091336,6.028441,5.741236,5.860481,6.01985,6.176689,6.302099,6.375912,6.189623,6.103215,6.04762,5.220505,5.143546,4.585433
0C_336h_map_e_b2,17.19926,20.41154,23.87179,28.54501,29.99,28.6106,26.37749,33.20077,52.34621,56.44185,57.81346,60.34223,56.94528,55.61713,53.50986,46.94455,44.70909,35.82763,4.440728,4.613607,4.748864,5.009715,5.157499,5.108911,4.867213,5.468427,6.084415,6.229648,6.361106,6.554874,6.703165,6.672055,6.703626,5.867318,5.862732,5.394441
0C_336h_map_f_b2,17.06447,20.52504,23.99169,28.34256,30.09088,28.94839,26.93431,33.39857,52.14547,55.91467,57.15731,59.07926,54.45067,52.96037,50.61946,43.95804,41.59844,32.48515,5.140252,5.480989,5.73263,6.098522,6.171958,6.093422,5.776672,6.186403,6.822078,6.97984,7.106505,7.175067,6.972888,6.879749,6.84375,5.913337,5.83774,5.208262
0C_96h_map_a_b2,15.57076,18.67893,22.2123,26.91553,28.1503,26.72025,24.78681,31.45085,49.53236,53.31843,54.63431,58.58745,56.86216,55.45802,53.23577,46.69921,44.50213,35.5792,3.691988,3.953018,4.281003,4.885098,4.96873,4.807472,4.499117,5.0374,5.955491,6.043221,6.086969,6.003688,5.901546,5.830636,5.738176,4.959038,4.890079,4.221842
0C_96h_map_b_b2,15.55883,17.97969,20.87549,24.57131,25.00548,23.67432,21.39752,28.17012,46.66986,50.98793,52.59375,57.75988,56.61868,55.21993,52.92529,46.27455,44.06435,35.161,4.557652,4.706421,4.785911,4.933516,4.995175,4.933867,4.681434,5.147133,5.156487,5.216923,5.257079,5.441077,5.41113,5.370447,5.29818,4.634224,4.595754,4.055398
0C_96h_map_c_b2,17.833,22.24936,25.86771,30.20277,30.93882,29.62979,28.16504,34.56223,51.50679,55.29639,56.74665,60.19785,56.07061,54.42616,51.88814,44.93942,42.58198,33.27433,5.078491,5.602149,5.959285,6.494506,6.509906,6.32371,5.819904,6.328313,7.317325,7.312309,7.314893,7.100587,6.703447,6.60181,6.515899,5.628825,5.55009,4.84407
0C_96h_map_d_b2,15.91003,19.9518,23.56545,27.83397,29.16363,27.92284,25.61646,33.24569,51.25349,55.06123,56.52547,59.98011,56.2002,54.63263,52.1852,45.32642,43.00137,33.78803,4.438467,5.186934,5.529001,5.862201,5.936181,5.867321,5.459636,5.946882,6.781766,6.982656,7.106074,7.320354,7.305769,7.188552,7.032469,5.897625,5.778976,4.910073
10C_0h_map_a_b2,17.32239,19.59662,24.15105,31.42056,32.16052,30.00337,26.9799,32.83232,50.91687,54.37939,55.54062,59.0335,63.53282,55.53916,53.05469,45.86304,43.47963,34.19316,4.762987,5.239195,5.537207,5.824352,5.721027,5.627642,5.252453,5.722752,6.063516,6.171271,6.287414,6.588194,7.76165,6.993132,6.999459,6.242556,6.276231,5.969131
10C_0h_map_b_b2,15.17686,17.8918,22.42574,29.47326,30.43449,28.34311,25.08921,31.48945,49.48559,52.90738,53.98923,57.66885,55.93837,54.29377,51.72275,44.6044,42.22089,33.01955,3.642208,4.093554,4.467931,4.995292,4.978917,4.847955,4.531854,5.105655,6.111462,6.394787,6.570381,7.089001,7.583682,7.49019,7.365093,6.272666,6.182201,5.463907
10C_0h_map_c_b2,16.27128,18.6842,22.84307,29.39849,30.6744,28.7998,25.83943,32.08462,49.7578,53.10517,54.19547,57.67484,55.81337,54.19937,51.71464,44.81189,42.47684,33.43772,4.223351,4.712305,5.011142,5.454651,5.496727,5.434655,5.253732,5.725381,5.871026,5.856472,5.945309,5.912214,5.675369,5.603773,5.57289,4.988052,4.985116,4.714405
10C_0h_map_d_b2,18.67751,21.67384,26.09948,32.75873,33.82121,31.82854,28.36131,34.68542,51.2826,54.3586,55.3672,58.43479,55.47943,53.78192,51.22736,44.31023,41.9458,32.83474,5.71804,5.770592,5.929243,6.249293,6.241981,6.185717,6.023084,6.39517,6.796095,6.944157,7.086543,7.366477,7.321293,7.195418,7.075071,6.097147,6.011034,5.361394
10C_24h_map_a_b2,18.93199,22.93261,27.00552,32.56338,34.34491,32.86721,30.12617,37.03053,51.44779,54.40309,55.49008,58.88644,55.45993,53.88203,51.44656,45.01355,42.87489,34.27383,4.475635,4.906182,5.13435,5.367677,5.560552,5.69028,6.151386,6.518133,6.173193,6.365314,6.552777,7.04636,6.934237,6.834648,6.719198,5.732349,5.660362,4.872236
10C_24h_map_b_b2,17.65653,20.42828,24.54794,30.52703,31.44168,29.53525,25.85367,32.54621,50.07836,53.24836,54.19521,57.46475,54.90048,53.25921,50.64246,43.87091,41.60091,32.61322,4.476817,4.788342,4.933825,5.120433,5.038167,5.014342,4.749626,5.067588,5.194941,5.298417,5.379395,5.620244,5.818107,5.743672,5.673623,4.933945,4.962108,4.598113
10C_24h_map_c_b2,17.73834,20.00785,24.28901,30.87395,31.01497,28.75585,24.54966,30.95034,49.04004,52.3913,53.4202,57.2979,55.90347,54.32468,51.81017,45.0807,42.8479,33.91265,5.447644,6.10294,6.431148,6.736652,6.422178,6.304304,5.772713,5.939286,5.992094,5.984799,6.035285,6.071476,5.979601,5.876586,5.760949,4.959936,4.907469,4.301386
10C_24h_map_d_b2,17.03832,20.35127,24.81185,31.13702,32.04805,30.0846,26.70296,33.69345,51.9096,55.21855,56.22864,59.59293,57.61892,56.07786,53.60892,46.58615,44.23862,34.85215,4.218054,4.836149,5.300226,5.884463,6.069643,6.009709,5.838515,6.339525,6.797915,6.833096,6.915387,6.92337,6.762309,6.652319,6.538132,5.533993,5.410735,4.520339
10C_96h_map_a_b2,17.58904,20.72585,24.31356,29.1902,31.1335,29.93111,27.88935,33.86718,51.42833,55.78732,57.27731,60.3032,57.61356,56.26688,54.07668,47.22527,44.90901,35.63458,4.823957,4.955548,5.062388,5.250694,5.219357,5.14681,4.76742,5.266872,6.306739,6.430156,6.497466,6.53441,6.283939,6.210464,6.131599,5.344447,5.308159,4.784516
10C_96h_map_b_b2,15.85248,17.90954,21.55808,27.0426,28.5312,26.94257,24.87469,29.87677,46.00092,50.3046,51.65907,55.12968,54.79006,53.71452,51.80928,45.50681,43.21781,34.22875,4.109866,4.837644,5.447768,6.147189,5.938511,5.686966,4.761686,5.584402,6.279619,6.238339,6.245892,6.314449,6.290851,6.219651,6.126098,5.313502,5.209706,4.388411
10C_96h_map_c_b2,17.58325,20.03917,24.23312,30.25863,31.38224,29.65801,27.34572,33.09486,51.78271,55.82423,57.04797,59.55867,57.68122,56.37623,54.16102,47.08505,44.72024,35.26489,4.003769,4.586098,4.954046,5.187834,5.241404,5.194235,4.826437,5.167768,5.103236,4.988302,4.996098,4.893177,4.807841,4.812037,4.818497,4.389222,4.417149,4.205999
10C_96h_map_d_b2,16.09539,18.51928,21.90991,26.80374,28.67798,27.29468,25.50391,31.41745,48.57225,52.72625,54.06844,57.06216,55.57505,54.4622,52.56393,46.16145,43.88475,34.95147,3.835289,4.007995,4.164359,4.469489,4.59196,4.564023,4.521708,4.706898,5.568622,5.718172,5.816712,6.043932,6.307422,6.273172,6.180377,5.251103,5.17033,4.422586
5C_0h_map_a_b2,19.66198,23.1347,28.13853,35.52297,37.06144,35.23205,32.48429,38.67986,54.60472,57.60729,58.67714,61.66238,58.92635,57.23901,54.69733,47.14753,44.60458,34.70091,3.667647,3.845775,4.230168,4.882594,5.006661,4.965088,5.030773,5.311929,6.00353,6.238399,6.352427,6.682489,6.867858,6.7354,6.540886,5.36292,5.1861,4.322652
5C_0h_map_b_b2,15.08358,17.9429,21.56566,26.62639,27.53829,26.00269,23.11256,29.78178,47.01813,50.49361,51.67252,55.20306,52.81423,51.26058,48.85142,42.36853,40.03845,31.27068,4.000265,4.494524,4.707482,4.925052,4.850489,4.764954,4.548587,4.933148,5.672048,5.925636,6.074135,6.398726,6.44389,6.318218,6.160336,5.135586,5.006692,4.265084
5C_0h_map_c_b2,14.7884,17.6825,22.39882,29.70857,30.98802,28.9144,25.28339,32.61371,50.33264,53.65996,54.76749,58.50949,56.63205,55.02566,52.56184,45.51702,43.10245,33.76485,3.36344,3.895463,4.328372,4.992134,5.101561,4.965774,4.5848,5.360273,5.992903,6.116857,6.235296,6.375602,6.137746,6.003292,5.855967,4.917615,4.797662,4.075627
5C_0h_map_d_b2,17.20639,21.10606,25.20701,30.65452,31.64429,30.23614,28.15895,34.86481,51.17976,54.82867,56.28247,60.65754,58.02183,56.40067,53.89125,46.52837,44.0924,34.56249,3.861695,4.331584,4.392417,4.435248,4.307848,4.241866,4.114305,4.266989,5.120261,5.204776,5.246474,5.306724,5.652184,5.666358,5.682853,5.112288,5.138598,4.915661
5C_168h_map_a_b2,14.33201,16.5796,19.55185,23.78791,25.91571,24.88591,23.15861,29.64464,49.01268,53.48087,54.93675,57.94114,56.01056,54.71929,52.39192,46.2545,44.28663,36.04437,2.65884,3.06415,3.406295,3.802265,3.749956,3.595005,3.197626,3.764079,4.339692,4.328723,4.409049,4.518927,4.674902,4.597922,4.522462,4.006794,4.018116,3.660787
5C_168h_map_b_b2,18.92344,22.13506,25.45628,30.04529,32.26435,31.2072,30.36873,36.06456,52.97564,56.89523,58.28393,60.88342,58.12479,56.74501,54.49627,47.899,45.73125,37.02784,5.564829,5.943865,6.273557,6.537303,6.254667,6.123073,5.739301,5.792919,5.984093,5.934941,6.001526,6.009368,5.925497,5.851368,5.817155,5.147202,5.116868,4.688356
5C_168h_map_c_b2,17.73856,21.34429,24.96058,29.80995,32.12963,31.11882,30.16782,36.15068,53.74538,57.77349,59.17226,61.67349,57.92062,56.43016,54.04013,47.23751,44.98377,35.96575,4.270049,4.692688,5.162581,5.765525,5.724298,5.572819,5.257278,5.70236,6.545649,6.573765,6.653214,6.601937,6.316595,6.179519,6.032902,5.074723,4.990677,4.333401
